1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150
792 786 2340 2064 765 2016 -1004 -750 -1722 -1976 0 1470 -1694 2178 2133 1160 -1434 -2061 -696 1631 440 0 -1998 -226 221 -1505 -1554 1980 1236 -1491 -630 1442 0 0 1050 0 0 -800 0 -1323 -1818 1170 0 0 0 -1480 -1044 -549 0 0 885 -358 507 -171 0 -810 -1328 -1280 0 0 0 -1440 0 0 0 -1057 1043 0 0 0 -282 -1072 -1080 -1072 -1032 0 -620 -375 0 0 496 -620 0 0 0 0 -1062 0 0 945 0 -505 0 0 -368 0 0 0 0 0 -588 0 0 231 747 0 0 0 747 -292 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
795 789 2349 2072 768 2024 -1008 -753 -1729 -1984 0 1476 -1701 2187 2142 1165 -1440 -2070 -699 1638 442 -1398 -2007 -227 222 -1512 0 1989 1242 -1498 0 0 -1519 0 1055 0 1236 0 0 -1330 -1827 0 -1337 -1692 0 -1488 -1050 -552 0 549 890 -360 0 0 0 -815 -1336 0 0 0 -1127 -1449 0 294 294 0 1050 0 -286 0 0 0 -1088 -1080 0 0 -625 -378 -123 0 500 0 0 854 0 0 0 0 476 954 0 0 0 0 -372 0 0 0 0 0 0 0 0 0 0 -567 0 -216 0 0 0 0 0 455 0 -120 462 0 0 0 0 0 0 -90 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
798 792 2358 2080 771 2032 -1012 -756 -1736 -1992 0 1482 -1708 2196 2151 1170 -1446 -2079 -702 1645 444 -1404 -2016 -228 223 -1519 0 1998 1248 -1505 -633 0 0 0 1060 0 1242 0 -1863 0 -1836 1176 -1344 -1701 380 0 -1056 -555 0 552 895 0 0 -172 -960 0 -1344 -1288 0 0 -1134 -1458 0 296 296 0 0 0 -288 0 -284 -1080 -1096 -1088 -1040 -260 -630 -381 -124 792 0 -625 0 0 912 0 -1071 0 480 0 0 0 0 0 -376 0 0 819 -637 -168 -595 0 -348 0 0 -574 0 -219 756 0 0 0 603 462 -132 -122 469 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
801 795 2367 2088 774 2040 -1016 -759 0 -2000 0 1488 -1715 2205 2160 1175 -1452 -2088 -705 1652 446 -1410 -2025 -229 224 -1526 -1561 2007 1254 -1512 -636 1449 0 0 1065 -1656 0 -804 -1872 0 -1845 1182 -1351 -1710 382 -1496 -1062 -558 1400 0 900 -362 0 -173 0 0 -1352 0 0 0 -1141 0 0 298 0 0 0 0 -290 0 -286 0 -1104 -1096 0 0 -635 -384 0 798 0 0 0 0 920 -1143 -1080 -416 0 963 0 0 -520 0 0 0 0 0 0 0 -602 0 -352 0 0 0 0 0 0 0 0 396 0 0 0 0 0 0 0 295 0 0 0 0 0 0 0 0 0 0 0 0 0 -145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
804 798 2376 2096 777 2048 0 -762 -1743 -2008 0 1494 -1722 2214 2169 1180 -1458 -2097 -708 1659 448 -1416 -2034 0 225 -1533 0 0 1260 -1519 -639 1456 -1526 0 1070 -1664 1248 0 -1881 -1337 -1854 1188 -1358 -1719 0 -1504 -1068 -561 1408 0 905 0 0 -174 -966 0 -1360 0 688 0 -1148 -1467 0 0 298 -1064 1057 735 -292 0 0 0 -1112 -1104 0 -262 -640 0 0 0 0 0 0 0 928 0 -1089 0 484 0 0 0 -525 0 -380 0 0 0 0 0 -609 0 0 234 0 0 0 0 765 0 0 0 612 0 0 -124 0 0 0 300 275 0 0 0 92 0 0 0 0 0 0 0 0 0 261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
807 801 2385 2104 780 2056 -1020 -765 -1750 -2016 0 0 -1729 0 2178 1185 -1464 -2106 -711 1666 450 -1422 -2043 -230 226 -1540 -1568 2016 1266 -1526 -642 1463 -1533 0 0 -1672 1254 -808 -1890 0 -1863 1194 -1365 -1728 384 -1512 -1074 -564 1416 0 910 0 510 -175 -972 0 -1368 -1296 0 0 0 0 0 300 0 0 1064 740 0 0 0 -1088 -1120 0 0 -264 0 0 -125 0 504 0 0 0 936 0 0 -420 0 0 0 0 -530 0 0 0 0 828 0 0 -616 0 0 0 756 -581 -390 -222 0 0 0 402 0 469 0 -126 0 0 0 0 0 49 0 -92 0 0 0 0 0 0 -360 0 0 0 0 0 0 0 0 0 0 0 -84 0 0 0 0 0 0 0
810 804 2394 2112 783 2064 -1024 -768 -1757 -2024 0 1500 -1736 2223 2187 1190 -1470 0 -714 1673 452 -1428 -2052 -231 227 -1547 0 2025 1272 -1533 -645 1470 -1540 0 1075 -1680 1260 -812 -1899 0 -1872 0 0 -1737 386 -1520 -1080 -567 0 555 915 0 0 -176 0 0 -1376 -1304 692 0 -1155 -1476 0 302 0 0 1071 745 0 0 -288 -1096 -1128 -1112 0 0 0 0 -126 0 508 -630 0 861 944 0 0 0 0 0 0 0 -535 0 -384 0 0 0 -644 -170 0 0 -356 0 0 -588 -395 0 0 0 0 0 0 0 -134 0 0 0 0 0 0 50 0 0 0 -188 0 0 0 0 0 0 0 0 0 0 0 189 0 0 0 0 0 0 0 0 0 0 0 0
813 807 2403 2120 786 2072 -1028 -771 -1764 -2032 0 1506 -1743 2232 2196 1195 -1476 -2115 -717 1680 454 -1434 -2061 0 228 -1554 -1575 2034 1278 0 -648 1477 -1547 0 1080 -1688 1266 0 0 0 -1881 1200 -1372 -1746 388 0 -1086 0 0 558 920 -364 513 -177 -978 -820 -1384 0 0 0 0 -1485 0 304 300 0 1078 750 0 0 0 0 -1136 0 -1048 -266 -645 -387 -127 0 0 -635 0 868 952 0 0 0 488 0 0 0 -540 0 0 0 -864 837 0 -172 -623 0 0 0 0 -595 0 0 774 0 0 408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -256 0 0 0 0 -150 0 0 0 0 0 0 0 0 -91 0 0 0 0 0 0 0
816 810 2412 2128 789 2080 -1032 -774 -1771 0 0 1512 -1750 0 2205 1200 -1482 -2124 -720 1687 0 -1440 -2070 0 229 -1561 -1582 2043 1284 -1540 -651 1484 -1554 0 1085 -1696 1272 -816 -1908 0 -1890 1206 -1379 0 390 0 -1092 0 0 561 925 -366 516 0 0 -825 -1392 -1312 0 0 0 -1494 0 306 0 -1071 1085 755 0 0 0 -1104 0 -1120 -1056 0 0 -390 -128 0 0 0 0 0 0 0 -1098 0 492 972 0 0 0 0 0 0 -873 0 0 -174 -630 0 0 237 0 0 0 -225 0 0 0 0 0 0 -136 0 0 0 0 0 280 0 486 0 0 0 0 0 0 0 0 -203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
819 813 2421 2136 792 2088 -1036 -777 -1778 -2040 0 1518 0 2241 2214 0 -1488 -2133 -723 1694 0 -1446 -2079 -232 230 0 0 2052 1290 -1547 0 1491 0 0 1090 0 0 -820 0 -1344 -1899 1212 -1386 -1755 0 -1528 -1098 0 0 564 0 0 519 0 -984 -830 -1400 0 0 0 0 -1503 0 0 302 -1078 0 760 0 0 0 -1112 0 0 0 -268 -650 -393 -129 0 0 -640 0 875 0 -1152 -1107 -424 0 0 0 0 -545 0 -388 0 0 0 0 -176 0 0 -360 0 765 -602 0 0 0 0 248 0 621 0 0 0 0 0 0 305 0 0 0 0 0 -192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126 0 0 0 0 0 0 0 0
822 816 2430 2144 795 2096 -1040 -780 -1785 -2048 0 1524 -1757 2250 2223 1205 -1494 -2142 -726 1701 456 -1452 -2088 -233 231 -1568 0 0 1296 0 -654 0 -1561 0 0 -1704 1278 -824 0 -1351 -1908 1218 -1393 0 392 -1536 0 -570 1424 0 0 -368 522 -178 0 -835 -1408 0 0 0 -1162 -1512 0 0 0 0 1092 0 -294 0 0 0 0 0 -1064 0 -655 -396 0 0 512 -645 0 882 0 0 0 -428 496 981 0 0 0 0 0 0 -882 846 0 0 0 0 -364 0 0 -609 0 0 0 0 0 0 0 476 0 -128 0 0 0 0 285 0 0 0 0 0 0 0 0 0 0 0 0 -155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
825 819 2439 2152 798 2104 -1044 -783 -1792 -2056 0 1530 -1764 2259 2232 1210 -1500 -2151 -729 1708 458 -1458 -2097 -234 0 -1575 -1589 2061 1302 -1554 -657 1498 0 0 1095 -1712 1284 -828 0 0 -1917 0 -1400 -1764 394 -1544 0 -573 1432 0 930 0 0 0 0 -840 0 0 0 0 0 -1521 0 308 0 0 0 0 -296 0 0 0 -1144 -1128 -1072 -270 -660 0 -130 0 516 -650 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -891 0 -651 -178 0 0 0 240 774 0 0 0 783 -296 0 0 0 0 0 0 0 0 -440 0 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -98 0 0 0 0 0 0 0
828 822 2448 2160 801 2112 -1048 -786 0 0 0 1536 -1771 2268 2241 1215 -1506 -2160 -732 1715 460 -1464 0 -235 0 -1582 0 2070 1308 0 -660 1505 -1568 0 1100 -1720 1290 -832 0 0 -1926 1224 -1407 -1773 0 -1552 -1104 -576 1440 567 935 0 0 -179 -990 -845 -1416 -1320 696 0 -1169 -1530 0 310 304 0 0 765 0 0 0 -1120 0 0 -1080 0 -665 -399 -131 804 520 0 0 889 960 0 0 -432 0 0 0 0 -550 0 0 0 0 0 0 -180 0 0 -368 0 0 0 0 0 0 0 0 0 0 0 0 -130 0 0 -448 0 290 0 0 -94 0 0 0 0 -264 0 0 -210 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
831 825 2457 2168 804 0 -1052 -789 -1799 -2064 0 1542 -1778 2277 2250 1220 0 -2169 -735 1722 462 -1470 -2106 0 0 -1589 -1596 2079 0 0 -663 1512 -1575 0 1105 -1728 1296 -836 -1917 0 -1935 0 -1414 -1782 396 0 -1110 -579 1448 0 0 -370 525 -180 -996 0 -1424 -1328 700 0 -1176 0 0 312 306 -1085 1099 770 -298 0 0 -1128 0 -1136 -1088 0 -670 0 0 810 0 -655 0 0 0 0 0 -436 0 0 0 -510 0 0 0 0 -900 0 -658 0 -637 609 0 0 0 0 0 0 0 -300 252 0 0 0 0 0 0 0 -456 0 0 0 0 0 0 0 0 0 0 0 0 0 128 0 0 0 0 0 -176 0 0 0 0 0 0 0 0 0 0 0
834 828 2466 2176 807 2120 -1056 -792 -1806 -2072 0 1548 -1785 2286 2259 1225 -1512 -2178 -738 1729 464 -1476 -2115 -236 232 -1596 -1603 2088 1314 -1561 -666 1519 -1582 0 0 -1736 1302 -840 -1926 -1358 -1944 0 -1421 0 398 0 -1116 -582 1456 570 940 0 528 0 0 -850 -1432 -1336 704 0 -1183 -1539 0 0 308 -1092 1106 775 0 0 -290 0 -1152 0 -1096 -272 0 -402 0 0 524 -660 0 896 968 0 -1116 0 500 990 0 -515 0 0 -392 0 0 0 -665 -182 0 616 0 0 0 0 -400 0 0 -304 0 414 0 483 0 0 0 0 -464 0 0 0 495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 198 0 0 0 0 0 0 0 0 0 0 0 0
837 831 2475 2184 810 2128 0 -795 -1813 -2080 0 1554 -1792 2295 2268 1230 -1518 -2187 0 1736 466 -1482 -2124 -237 233 -1603 -1610 2097 0 -1568 0 1526 -1589 0 0 -1744 1308 0 -1935 -1365 -1953 1230 -1428 -1791 400 -1560 0 -585 1464 0 0 -372 531 0 0 -855 -1440 -1344 0 0 -1190 -1548 0 0 0 -1099 1113 0 -300 0 -292 0 0 -1144 -1104 0 0 -405 -132 816 528 0 0 0 976 -1161 -1125 -440 504 0 0 -520 0 0 0 0 0 0 0 0 0 623 0 0 0 0 -405 0 792 0 0 0 0 0 0 0 0 0 -472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
840 834 2484 2192 813 2136 -1060 -798 -1820 -2088 0 1560 -1799 2304 2277 1235 0 -2196 -741 1743 468 -1488 -2133 -238 234 -1610 -1617 2106 1320 -1575 -669 1533 -1596 0 1110 -1752 1314 -844 -1944 -1372 0 1236 0 -1800 0 -1568 -1122 -588 1472 0 945 -374 0 -181 -1002 0 -1448 -1352 0 0 0 -1557 0 314 310 -1106 1120 0 0 0 0 -1136 0 0 -1112 0 -675 -408 0 0 0 0 0 903 0 -1170 -1134 0 508 0 0 0 0 0 -396 0 -909 0 0 -184 0 630 -372 0 783 0 0 0 0 -308 0 0 630 0 0 0 0 0 0 0 0 0 0 0 94 -196 0 0 0 222 0 0 0 0 0 0 0 207 0 0 119 0 0 0 0 0 0 0 0 0
843 837 2493 2200 0 2144 -1064 -801 -1827 -2096 0 1566 -1806 2313 2286 1240 -1524 -2205 -744 1750 470 -1494 -2142 -239 0 -1617 -1624 2115 1326 0 -672 0 -1603 0 1115 0 1320 -848 -1953 0 -1962 1242 0 -1809 402 0 -1128 0 1480 573 950 -376 534 0 -1008 -860 -1456 -1360 708 0 0 -1566 0 0 0 -1113 0 0 0 0 -294 -1144 -1160 0 0 0 -680 -411 -133 0 0 -665 0 910 0 0 -1143 0 0 999 0 -525 0 0 0 0 0 0 -672 0 0 0 -376 243 0 0 0 0 0 -312 0 0 0 0 0 -132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -369 0 0 -160 0 -200 0 0 0 0 0 0 0 0 0 0 0 0 0 0
846 840 2502 2208 816 2152 -1068 0 -1834 0 0 1572 -1813 2322 2295 1245 -1530 -2214 -747 1757 472 0 -2151 -240 235 -1624 -1631 2124 1332 -1582 -675 1540 0 0 1120 -1760 1326 -852 -1962 -1379 0 0 -1435 -1818 404 0 -1134 0 0 576 955 -378 0 -182 -1014 -865 0 0 712 0 -1197 -1575 0 316 312 -1120 1127 0 -302 0 0 0 0 -1152 -1120 -274 0 -414 -134 0 0 0 0 917 0 0 0 -444 0 0 0 0 -555 0 -400 0 -918 0 0 0 -644 637 -380 0 0 0 -410 -228 0 -316 0 420 639 0 0 0 0 0 0 0 0 0 0 0 96 0 0 0 0 0 0 0 0 0 0 0 0 216 0 0 0 0 0 0 0 0 0 0 0 0
849 843 0 2216 819 2160 -1072 -804 -1841 -2104 0 1578 -1820 2331 2304 1250 -1536 -2223 -750 1764 474 -1500 -2160 -241 236 -1631 -1638 2133 1338 -1589 0 0 -1610 0 1125 -1768 0 -856 0 -1386 0 1248 0 -1827 406 -1576 -1140 -591 0 0 960 0 537 0 -1020 -870 -1464 -1368 716 0 0 -1584 0 0 0 -1127 1134 780 -304 0 0 -1152 -1168 -1160 -1128 0 -685 -417 0 822 532 0 0 0 984 -1179 0 -448 512 1008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 801 -320 256 0 648 0 0 0 0 0 0 310 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
852 846 2511 2224 822 2168 -1076 -807 -1848 -2112 0 1584 -1827 2340 2313 1255 -1542 -2232 -753 1771 476 0 -2169 -242 237 0 -1645 2142 1344 -1596 -678 0 -1617 0 1130 -1776 1332 -860 -1971 -1393 0 1254 -1442 -1836 408 -1584 -1146 -594 1488 0 965 -380 540 -183 -1026 0 0 -1376 720 0 -1204 -1593 0 0 314 -1134 0 0 0 0 -296 -1160 0 0 -1136 0 0 0 0 0 0 0 0 0 0 -1188 0 -452 0 0 0 -530 0 0 -404 0 -927 855 0 0 -651 644 0 0 792 -616 0 0 0 0 0 0 657 0 -138 0 0 -456 0 0 0 0 0 -96 98 0 0 0 -272 0 0 0 0 0 0 0 0 225 0 0 0 0 0 0 0 0 0 0 0 0
855 849 2520 2232 825 2176 -1080 -810 -1855 -2120 0 1590 -1834 2349 2322 1260 -1548 -2241 -756 1778 478 -1506 -2178 -243 238 0 -1652 0 1350 -1603 -681 0 -1624 0 0 -1784 1338 -864 -1980 -1400 -1971 1260 -1449 -1845 410 0 0 -597 1496 579 970 -382 0 -184 0 0 0 -1384 724 0 0 -1602 0 318 0 0 0 785 0 0 0 0 -1176 -1168 -1144 -276 -690 0 -135 0 0 0 0 924 0 0 -1152 0 0 1017 0 0 0 0 -408 0 0 864 0 0 0 0 -384 0 801 0 0 0 810 0 0 426 666 0 0 0 0 0 0 0 0 53 0 -98 0 -200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126 0 0 144 0 0 0 0 0 0
858 852 2529 0 828 2184 -1084 -813 -1862 -2128 0 1596 -1841 2358 2331 1265 -1554 -2250 -759 1785 480 0 -2187 -244 239 -1638 -1659 2151 1356 -1610 -684 1547 -1631 0 1135 -1792 1344 -868 0 0 -1980 0 -1456 -1854 412 -1592 0 -600 1504 582 975 -384 543 0 -1032 -875 0 0 0 0 -1211 -1611 0 320 0 0 0 790 -306 0 0 -1168 -1184 0 -1152 0 -695 -420 0 0 0 0 0 931 0 0 0 -456 0 1026 0 0 0 0 0 0 0 0 -679 0 0 0 0 246 0 -623 0 -231 819 0 0 432 675 490 -140 -134 0 0 -480 315 0 54 0 0 0 0 0 0 -280 0 -378 0 0 0 270 0 0 0 0 0 0 135 0 0 0 0 0 0 0 0
861 855 2538 2240 831 2192 -1088 -816 -1869 -2136 0 1602 -1848 0 2340 1270 -1560 0 -762 1792 482 -1512 -2196 -245 240 -1645 -1666 2160 1362 -1617 -687 1554 -1638 0 1140 -1800 1350 -872 0 -1407 -1989 1266 -1463 -1863 414 0 -1152 -603 0 0 0 -386 0 0 -1038 -880 -1472 0 0 0 -1218 -1620 0 0 316 0 1141 795 -308 0 0 -1176 -1192 -1176 0 -278 0 -423 0 0 0 -670 0 938 0 0 -1161 -460 516 1035 0 0 -560 0 0 0 0 873 -686 -186 0 0 -388 0 0 0 0 -234 0 -324 0 438 684 0 0 0 0 -464 -488 0 0 0 0 -100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 144 0 0 0 0 0 0 0 0
864 858 2547 2248 834 2200 -1092 -819 -1876 -2144 0 1608 -1855 0 2349 1275 -1566 -2259 0 1799 484 -1518 -2205 0 241 -1652 -1673 2169 1368 0 -690 1561 -1645 0 0 -1808 1356 -876 0 -1414 -1998 1272 0 0 416 -1600 0 -606 1512 585 980 0 0 -185 -1044 -885 0 -1392 0 0 0 0 0 0 318 -1141 1148 800 -310 0 0 0 -1200 0 0 0 0 0 0 828 536 -675 0 945 0 -1197 0 0 0 0 0 0 0 0 0 0 0 0 -693 -188 0 651 -392 0 0 -630 0 -237 0 0 0 444 0 0 0 -136 0 0 0 0 0 0 504 0 0 0 0 0 0 228 0 0 0 -165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
867 861 2556 2256 837 2208 -1096 -822 0 -2152 0 1614 -1862 2367 2358 1280 0 -2268 -765 1806 486 -1524 0 -246 242 -1659 -1680 2178 1374 0 -693 1568 -1652 0 1145 -1816 1362 -880 -1989 -1421 -2007 1278 -1470 -1872 0 -1608 -1158 0 0 588 0 -388 546 -186 0 -890 0 0 728 0 -1225 -1629 0 322 0 0 0 0 -312 0 -298 0 0 -1184 -1160 0 0 -426 0 834 540 0 0 0 0 -1206 0 -464 520 0 0 0 -565 0 0 0 0 0 0 0 0 0 0 0 810 -637 0 0 0 0 0 0 0 0 0 0 0 0 0 320 0 0 0 0 0 0 0 0 -288 0 0 -217 0 0 0 -208 0 0 0 0 0 0 0 0 0 0 0 0 0 0
870 864 2565 2264 840 2216 0 -825 -1883 -2160 0 1620 -1869 2376 2367 1285 -1572 -2277 -768 1813 0 -1530 -2214 -247 243 -1666 -1687 2187 1380 -1624 -696 0 -1659 0 1150 -1824 1368 0 -1998 0 0 0 -1477 -1881 418 -1616 -1164 0 1520 591 985 -390 0 -187 -1050 0 0 -1400 732 0 -1232 0 0 0 0 -1148 1155 805 0 0 -300 0 0 -1192 0 0 -700 0 0 0 0 0 0 0 0 0 0 -468 0 0 0 -535 0 0 -412 0 0 882 -700 -190 0 658 -396 249 819 0 0 -240 0 -328 0 0 0 0 -142 -138 0 0 -496 0 0 0 0 0 102 0 0 0 0 0 0 -224 0 0 279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
873 867 2574 2272 843 2224 -1100 -828 0 -2168 0 1626 -1876 2385 2376 1290 0 -2286 -771 1820 488 -1536 -2223 -248 244 -1673 -1694 2196 1386 -1631 0 1575 0 0 1155 0 1374 0 -2007 0 -2016 1284 -1484 -1890 420 -1624 -1170 0 1528 594 990 -392 0 0 -1056 -895 -1480 -1408 736 0 -1239 -1638 0 0 0 0 0 810 -314 0 0 0 -1208 0 0 -280 0 0 0 0 0 0 0 0 992 -1215 0 0 0 0 0 0 -570 0 0 0 0 0 0 0 0 0 0 0 828 0 0 0 0 0 260 0 693 0 0 0 476 0 0 0 0 0 0 0 104 0 0 0 0 0 0 0 0 0 0 -216 0 0 -184 0 0 0 0 0 0 0 0 0 0 0
876 870 2583 2280 846 2232 -1104 -831 -1890 -2176 0 1632 -1883 2394 2385 1295 -1578 -2295 -774 1827 490 -1542 -2232 -249 245 -1680 -1701 2205 1392 -1638 -699 1582 -1666 0 0 -1832 1380 -884 0 -1428 -2025 0 -1491 -1899 422 0 -1176 -609 1536 0 0 0 0 -188 -1062 0 -1488 -1416 0 0 -1246 0 0 0 320 0 0 0 -316 0 0 -1184 -1216 -1200 0 0 0 0 0 0 0 -680 0 0 0 -1224 -1170 -472 0 1044 0 0 0 0 0 0 -936 0 0 -192 -658 0 0 0 0 0 0 -243 0 -332 264 0 702 497 0 0 0 0 0 325 0 55 0 -102 0 0 0 0 0 0 -387 0 0 -170 288 0 0 0 0 0 133 0 0 0 0 0 0 0 0 0
879 873 2592 2288 849 2240 -1108 -834 -1897 -2184 0 1638 -1890 2403 0 1300 -1584 -2304 -777 1834 492 0 -2241 -250 246 -1687 -1708 2214 1398 -1645 -702 1589 -1673 0 1160 -1840 1386 -888 0 -1435 -2034 1290 -1498 -1908 0 -1632 -1182 -612 0 597 995 0 549 -189 -1068 0 -1496 -1424 0 0 -1253 0 0 0 322 0 0 815 -318 0 -302 -1192 0 -1208 0 0 -705 -429 0 0 544 -685 0 952 0 0 -1179 0 0 1053 0 0 0 0 0 0 0 0 0 -194 0 0 -400 252 837 0 0 0 828 0 0 0 0 504 -144 0 0 -472 0 0 0 56 0 0 0 -204 0 0 0 0 -396 0 0 0 0 0 0 0 0 0 0 153 0 0 0 0 0 0 0 0
882 876 2601 2296 852 0 -1112 -837 -1904 -2192 0 1644 -1897 2412 2394 1305 -1590 0 -780 1841 494 0 -2250 -251 247 0 -1715 2223 0 -1652 -705 1596 -1680 0 1165 -1848 0 -892 -2016 -1442 -2043 1296 -1505 -1917 0 0 -1188 -615 1544 600 1000 -394 552 0 0 0 -1504 -1432 0 0 0 -1647 0 0 324 0 1162 820 -320 0 0 -1200 -1224 0 -1168 0 -710 -432 -136 0 548 0 0 959 0 -1233 0 0 524 1062 0 -540 -575 0 0 0 -945 891 0 0 0 0 -404 0 846 0 -415 0 0 0 0 0 0 0 0 0 0 0 -504 330 0 0 513 0 0 0 0 0 0 0 -405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
885 879 2610 2304 855 2248 -1116 -840 -1911 -2200 0 1650 -1904 2421 2403 1310 -1596 -2313 -783 0 496 -1548 -2259 -252 248 -1694 -1722 2232 1404 0 -708 1603 -1687 0 1170 -1856 0 -896 -2025 0 -2052 0 -1512 -1926 424 -1640 -1194 -618 1552 0 1005 0 555 -190 -1074 0 -1512 0 0 0 -1260 -1656 0 0 0 -1155 1169 825 -322 0 -304 -1208 -1232 0 0 -282 -715 0 0 840 0 -690 0 0 1000 -1242 0 0 528 0 0 0 0 0 0 0 0 0 -707 0 -665 0 0 255 0 0 -420 0 837 0 0 0 0 0 0 0 0 -480 0 0 0 0 0 0 106 -208 0 0 0 0 0 0 0 -175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
888 882 2619 2312 858 2256 -1120 -843 -1918 -2208 0 1656 0 2430 2412 0 -1602 0 -786 1848 498 -1554 -2268 -253 249 -1701 0 2241 1410 -1659 -711 1610 0 0 0 -1864 1392 -900 0 -1449 0 1302 -1519 -1935 0 -1648 -1200 -621 0 0 0 -396 558 -191 -1080 -900 -1520 0 740 0 -1267 -1665 0 324 0 -1162 0 0 -324 0 -306 -1216 0 -1216 -1176 0 0 -435 -137 0 0 -695 0 0 1008 0 0 -476 0 0 0 0 0 0 0 0 -954 0 0 -196 0 0 -408 0 855 -644 0 0 0 0 0 0 0 0 0 -140 0 0 0 0 0 0 522 0 0 0 44 0 -296 0 -414 0 0 0 297 0 130 0 0 0 140 0 0 0 0 0 0 0 0 0
891 885 2628 2320 861 2264 -1124 -846 -1925 -2216 0 1662 0 0 2421 1315 -1608 -2322 -789 1855 500 -1560 -2277 -254 0 -1708 -1729 2250 1416 -1666 -714 0 0 0 1175 -1872 1398 -904 0 -1456 0 1308 -1526 -1944 426 0 0 0 1560 603 1010 0 561 -192 -1086 -905 -1528 -1440 0 0 -1274 0 0 0 0 0 1176 830 -326 0 -308 0 -1240 0 0 0 -720 0 -138 0 0 -700 0 966 1016 -1251 -1188 0 0 0 0 0 0 0 -416 0 -963 0 0 0 0 665 0 0 864 0 0 -246 0 0 268 450 0 0 -146 -142 483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
894 888 2637 2328 864 2272 -1128 -849 -1932 -2224 0 0 -1911 2439 2430 1320 -1614 -2331 -792 1862 502 -1566 -2286 -255 250 -1715 0 2259 1422 -1673 -717 1617 -1694 0 0 -1880 1404 -908 0 -1463 0 1314 -1533 -1953 428 -1656 0 -624 1568 606 1015 0 564 0 0 -910 0 -1448 744 0 0 0 0 326 326 0 1183 835 0 0 0 -1224 0 0 0 -284 0 -438 -139 846 552 0 0 0 1024 0 0 0 0 1071 0 0 0 0 -420 0 -972 0 0 -198 0 0 0 0 873 0 -425 -249 0 0 0 0 0 511 0 0 0 0 -512 0 0 0 0 0 0 0 0 0 -304 0 0 0 132 0 0 0 0 0 0 0 147 0 0 0 0 0 0 0 0 0
897 891 2646 2336 867 2280 -1132 -852 -1939 -2232 0 1668 0 2448 0 1325 -1620 -2340 -795 1869 0 -1572 0 -256 251 -1722 -1736 0 1428 -1680 -720 1624 -1701 0 1180 -1888 1410 -912 -2034 -1470 -2061 0 -1540 0 430 0 -1206 -627 1576 609 1020 -398 567 0 -1092 -915 0 -1456 0 0 -1281 -1674 0 328 328 -1169 0 0 -328 0 0 0 -1248 -1224 0 -286 -725 -441 -140 852 556 0 0 0 0 0 -1197 0 0 0 0 -545 0 0 -424 0 -981 0 0 -200 0 0 0 0 0 0 0 0 0 -336 0 0 711 0 -148 0 0 0 0 0 295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -224 0 0 0 0 0 0 0 0 0 0 0 0 0 0
